date,close,monthly_invest,multiplier,active,signal_active_for_next_month,signal_multiplier_for_next_month,drawdown_from_252d_high_pct,shares_bought,total_shares,total_invested,market_value,profit,return_on_invested_pct
2012-05-31,54.891,0.0,1,True,True,1,,0.0,1.6907314104081426,100.0,92.80593784871336,-7.194062151286644,-7.19406215128664
2012-06-01,53.431,100.0,1,True,True,2,-11.488254977967738,1.871572682525126,3.5623040929332683,200.0,190.33746998951744,-9.662530010482556,-4.831265005241281
2012-06-04,53.839,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,191.79089005943422,-8.209109940565781,-4.1045549702828925
2012-06-05,54.06,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,192.57815926397248,-7.421840736027519,-3.7109203680137592
2012-06-06,55.298,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,196.98829173102388,-3.011708268976122,-1.5058541344880605
2012-06-07,55.077,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,196.20102252648562,-3.798977473514384,-1.8994887367571933
2012-06-08,55.608,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,198.09260599983318,-1.9073940001668177,-0.9536970000834089
2012-06-11,54.666,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,194.73691554429004,-5.263084455709958,-2.631542227854977
2012-06-12,55.333,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,197.11297237427652,-2.8870276257234764,-1.4435138128617409
2012-06-13,54.953,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,195.7592968189619,-4.2407031810381,-2.120351590519054
2012-06-14,55.157,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,196.48600685392026,-3.5139931460797413,-1.7569965730398707
2012-06-15,55.842,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,198.92618515757957,-1.0738148424204326,-0.5369074212102198
2012-06-18,56.365,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,200.7892701981837,0.7892701981836865,0.3946350990918335
2012-06-19,56.949,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,202.8696557884567,2.869655788456697,1.434827894228352
2012-06-20,56.995,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,203.03352177673162,3.033521776731618,1.516760888365809
2012-06-21,55.576,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,197.97861226885934,-2.0213877311406634,-1.0106938655703335
2012-06-22,56.161,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,200.0625601632253,0.06256016322529945,0.031280081612639066
2012-06-25,55.08,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,196.21170943876442,-3.788290561235584,-1.8941452806177872
2012-06-26,55.426,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,197.44426665491935,-2.555733345080654,-1.2778666725403287
2012-06-27,55.762,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,198.6412008301449,-1.3587991698551036,-0.6793995849275536
2012-06-28,55.142,0.0,1,True,True,2,,0.0,3.5623040929332683,200.0,196.4325722925263,-3.567427707473712,-1.7837138537368569
2012-07-02,57.048,200.0,2,True,True,1,-5.496471523705393,3.5058196606366567,7.068123753569925,400.0,403.22232389365706,3.2223238936570624,0.8055809734142549
2012-07-03,57.527,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,406.60795517161705,6.60795517161705,1.6519887929042687
2012-07-05,57.562,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,406.85533950299197,6.855339502991967,1.7138348757479882
2012-07-06,56.844,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,401.7804266479288,1.7804266479287776,0.4451066619821864
2012-07-09,56.738,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,401.0312055300504,1.0312055300503857,0.2578013825125902
2012-07-10,56.179,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,397.0801243518048,-2.919875648195216,-0.7299689120488062
2012-07-11,55.869,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,394.8890059881981,-5.110994011801893,-1.277748502950471
2012-07-12,55.346,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,391.192377265081,-8.807622734918994,-2.2019056837297435
2012-07-13,56.188,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,397.1437374655869,-2.8562625344130765,-0.7140656336032669
2012-07-16,56.028,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,396.01283766501575,-3.987162334984248,-0.9967905837460656
2012-07-17,56.321,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,398.08379792481173,-1.9162020751882665,-0.47905051879706395
2012-07-18,57.083,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,403.469708225032,3.4697082250319795,0.8674270562579967
2012-07-19,57.713,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,407.92262618978106,7.922626189781056,1.9806565474452587
2012-07-20,56.946,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,402.5013752707929,2.5013752707928916,0.6253438176982318
2012-07-23,56.259,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,397.6455742520904,-2.354425747909602,-0.5886064369774013
2012-07-24,55.816,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,394.5143954292589,-5.4856045707410885,-1.371401142685269
2012-07-25,55.443,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,391.8779852691773,-8.122014730822684,-2.0305036827056755
2012-07-26,56.179,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,397.0801243518048,-2.919875648195216,-0.7299689120488062
2012-07-27,57.509,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,406.48072894405277,6.480728944052771,1.6201822360131901
2012-07-30,57.465,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,406.1697314988957,6.169731498895715,1.5424328747239313
2012-07-31,57.447,0.0,2,True,True,1,,0.0,7.068123753569925,400.0,406.0425052713315,6.042505271331493,1.510626317832875
2012-08-01,57.278,100.0,1,True,True,1,-5.115462346353905,1.7458710150494081,8.813994768619333,500.0,504.8479923569781,4.847992356978125,0.9695984713956163
2012-08-02,57.074,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,503.0499374241798,3.0499374241798023,0.609987484835961
2012-08-03,58.156,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,512.5866797638259,12.586679763825941,2.5173359527651984
2012-08-06,58.599,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,516.4912794463243,16.491279446324256,3.298255889264845
2012-08-07,59.087,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,520.7925088934105,20.792508893410513,4.158501778682111
2012-08-08,59.06,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,520.5545310346578,20.55453103465777,4.110906206931553
2012-08-09,59.238,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,522.1234221034721,22.12342210347208,4.424684420694414
2012-08-10,59.273,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,522.4319119203738,22.43191192037375,4.48638238407475
2012-08-13,59.415,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,523.6834991775177,23.68349917751766,4.736699835503533
2012-08-14,59.441,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,523.9126630415018,23.912663041501787,4.782532608300349
2012-08-15,59.592,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,525.2435762515632,25.24357625156324,5.048715250312652
2012-08-16,60.301,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,531.4926985425144,31.492698542514404,6.2985397085028705
2012-08-17,60.567,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,533.8372211509671,33.83722115096714,6.76744423019342
2012-08-20,60.656,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,534.6216666853742,34.62166668537418,6.924333337074828
2012-08-21,60.417,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,532.5151219356742,32.51512193567419,6.503024387134837
2012-08-22,60.665,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,534.7009926382918,34.70099263829184,6.94019852765837
2012-08-23,60.168,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,530.320437238288,30.320437238288036,6.064087447657607
2012-08-24,60.541,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,533.608057286983,33.60805728698301,6.7216114573966035
2012-08-27,60.638,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,534.4630147795391,34.463014779539094,6.892602955907812
2012-08-28,60.638,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,534.4630147795391,34.463014779539094,6.892602955907812
2012-08-29,60.638,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,534.4630147795391,34.463014779539094,6.892602955907812
2012-08-30,60.027,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,529.0776639759127,29.077663975912742,5.815532795182543
2012-08-31,60.426,0.0,1,True,True,1,,0.0,8.813994768619333,500.0,532.5944478885918,32.594447888591844,6.518889577718379
2012-09-04,60.363,100.0,1,True,True,1,-0.4978158740624683,1.6566439706442688,10.470638739263602,600.0,632.0391662181688,32.039166218168816,5.33986103636146
2012-09-05,60.301,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,631.3899866163346,31.389986616334568,5.231664436055761
2012-09-06,61.64,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,645.4101718882084,45.410171888208424,7.568361981368077
2012-09-07,61.551,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,644.478285040414,44.478285040413994,7.413047506735659
2012-09-10,60.762,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,636.2169510751351,36.21695107513506,6.036158512522505
2012-09-11,60.665,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,635.2012991174264,35.2012991174264,5.866883186237737
2012-09-12,60.844,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,637.0755434517546,37.075543451754584,6.179257241959091
2012-09-13,61.667,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,645.6928791341686,45.69287913416861,7.615479855694773
2012-09-14,62.216,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,651.4412598020243,51.44125980202432,8.573543300337395
2012-09-17,62.243,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,651.7239670479844,51.72396704798439,8.620661174664068
2012-09-18,62.296,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,652.2789109011653,52.27891090116532,8.713151816860876
2012-09-19,62.411,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,653.4830343561807,53.483034356180724,8.913839059363449
2012-09-20,62.349,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,652.8338547543464,52.83385475434636,8.805642459057728
2012-09-21,62.364,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,652.9909143354353,52.990914335435264,8.831819055905887
2012-09-24,61.995,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,649.127248640647,49.12724864064705,8.187874773441184
2012-09-25,61.129,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,640.0596754924447,40.05967549244474,6.676612582074126
2012-09-26,60.631,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,634.8452974002914,34.84529740029143,5.807549566715231
2012-09-27,61.466,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,643.5882807475766,43.58828074757662,7.264713457929428
2012-09-28,60.96,0.0,1,True,True,1,,0.0,10.470638739263602,600.0,638.2901375455092,38.2901375455092,6.381689590918205
2012-10-01,60.871,100.0,1,True,True,1,-2.4675137395651414,1.642818419280117,12.113457158543719,700.0,737.3582506977148,37.358250697714766,5.336892956816386
2012-10-02,61.049,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,739.5144460719355,39.51444607193548,5.644920867419345
2012-10-03,61.44,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,744.2508078209261,44.25080782092607,6.32154397441802
2012-10-04,61.653,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,746.830974195696,46.830974195695944,6.690139170813714
2012-10-05,61.324,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,742.8456467905349,42.84564679053494,6.120806684362146
2012-10-08,60.764,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,736.0621107817506,36.06211078175056,5.151730111678643
2012-10-09,59.794,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,724.3120573379631,24.312057337963097,3.4731510482804318
2012-10-10,59.493,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,720.6659067332415,20.665906733241513,2.952272390463073
2012-10-11,59.306,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,718.4006902445938,18.40069024459376,2.62867003494196
2012-10-12,59.279,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,718.0736269013131,18.073626901313105,2.5819467001875873
2012-10-15,59.715,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,723.3550942224382,23.355094222438197,3.336442031776876
2012-10-16,60.56,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,733.5909655214076,33.59096552140761,4.798709360201081
2012-10-17,60.524,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,733.1548810637,33.15488106370003,4.736411580528577
2012-10-18,59.822,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,724.6512341384024,24.6512341384024,3.521604876914619
2012-10-19,58.39,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,707.3047634873677,7.3047634873677225,1.0435376410525388
2012-10-22,58.693,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,710.9751410064065,10.975141006406488,1.5678772866295043
2012-10-23,58.133,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,704.191604997622,4.191604997621994,0.5988007139460017
2012-10-24,57.932,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,701.7568001087548,1.75680010875476,0.250971444107817
2012-10-25,57.928,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,701.7083462801205,1.7083462801205087,0.2440494685886474
2012-10-26,58.097,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,703.7555205399144,3.7555205399144143,0.5365029342734973
2012-10-31,57.741,0.0,1,True,True,1,,0.0,12.113457158543719,700.0,699.4431297914729,-0.5568702085271298,-0.07955288693244356
2012-11-01,58.562,100.0,1,True,True,1,-6.167182067263788,1.7075919538267137,13.821049112370433,800.0,809.3882781186372,9.388278118637231,1.1735347648296646
2012-11-02,57.937,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,800.7501224234057,0.7501224234057418,0.09376530292570795
2012-11-05,58.319,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,806.0297631843314,6.029763184331387,0.7537203980414242
2012-11-06,58.426,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,807.5086154393549,7.508615439354912,0.9385769299193658
2012-11-07,57.048,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,788.4632097625085,-11.53679023749146,-1.4420987796864293
2012-11-08,56.15,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,776.0519076595998,-23.948092340400194,-2.9935115425500203
2012-11-09,56.39,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,779.3689594465687,-20.631040553431262,-2.5788800691789127
2012-11-12,56.381,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,779.2445700045574,-20.75542999544257,-2.594428749430322
2012-11-13,55.99,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,773.8405398016206,-26.159460198379406,-3.2699325247974254
2012-11-14,55.332,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,764.7462894856808,-35.25371051431921,-4.406713814289898
2012-11-15,55.146,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,762.1755743507799,-37.824425649220075,-4.728053206152505
2012-11-16,55.386,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,765.4926261377489,-34.50737386225114,-4.313421732781397
2012-11-19,56.702,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,783.6811267696282,-16.318873230371764,-2.039859153796475
2012-11-20,56.719,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,783.9160846045386,-16.083915395461418,-2.010489424432682
2012-11-21,56.835,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,785.5193263015736,-14.480673698426358,-1.8100842123032979
2012-11-23,57.697,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,797.4330706364369,-2.5669293635630765,-0.32086617044538857
2012-11-26,57.947,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,800.8883329145295,0.888332914529542,0.11104161431618742
2012-11-27,57.75,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,798.1655862393925,-1.8344137606075037,-0.2293017200759362
2012-11-28,58.248,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,805.048468697353,5.048468697352973,0.6310585871691199
2012-11-29,58.595,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,809.8443727393455,9.844372739345545,1.2305465924181913
2012-11-30,58.497,0.0,1,True,True,1,,0.0,13.821049112370433,800.0,808.4899099263332,8.489909926333212,1.061238740791648
2012-12-03,58.382,100.0,1,True,True,1,-6.455592764096075,1.7128567024082766,15.53390581477871,900.0,906.9004892784105,6.900489278410532,0.766721030934514
2012-12-04,58.346,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,906.3412686690785,6.341268669078545,0.7045854076753955
2012-12-05,57.7,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,896.3063655127315,-3.6936344872684685,-0.4104038319187153
2012-12-06,58.07,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,902.0539106641996,2.053910664199634,0.22821229602218995
2012-12-07,57.724,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,896.6791792522862,-3.3208207477138103,-0.36898008307931773
2012-12-10,57.893,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,899.3044093349838,-0.6955906650161978,-0.07728785166846164
2012-12-11,58.648,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,911.0325082251418,11.032508225141783,1.2258342472379669
2012-12-12,58.524,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,909.1063039041092,9.106303904109154,1.01181154490102
2012-12-13,58.062,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,901.9296394176814,1.9296394176814147,0.21440437974238336
2012-12-14,57.51,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,893.3549234079236,-6.645076592076407,-0.7383418435640499
2012-12-17,58.275,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,905.2383613562292,5.238361356229234,0.5820401506921424
2012-12-18,59.161,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,919.0014019081233,19.001401908123285,2.1112668786803734
2012-12-19,58.907,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,915.0557898311694,15.055789831169363,1.6728655367965972
2012-12-20,58.906,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,915.0402559253546,15.040255925354586,1.671139547261613
2012-12-21,58.284,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,905.3781665085622,5.378166508562231,0.597574056506911
2012-12-24,58.168,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,903.5762334340479,3.5762334340479356,0.3973592704497708
2012-12-26,57.659,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,895.6694753743255,-4.330524625674457,-0.48116940285272136
2012-12-27,57.569,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,894.2714238509956,-5.728576149004425,-0.6365084610004956
2012-12-28,57.015,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,885.6656400296081,-14.334359970391915,-1.592706663376875
2012-12-31,58.222,0.0,1,True,True,1,,0.0,15.53390581477871,900.0,904.415064348046,4.41506434804603,0.4905627053384487
2013-01-02,60.072,100.0,1,True,True,1,-3.747736777170685,1.6646690637901185,17.198574878568827,1000.0,1033.1527901053867,33.15279010538666,3.3152790105386742
2013-01-03,59.761,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1027.8040333181518,27.804033318151824,2.7804033318151733
2013-01-04,59.563,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1024.3987154921952,24.39871549219515,2.439871549219519
2013-01-07,59.58,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1024.6910912651308,24.691091265130808,2.4691091265130805
2013-01-08,59.464,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1022.6960565792167,22.6960565792167,2.2696056579216695
2013-01-09,59.688,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1026.5485373520162,26.548537352016183,2.6548537352016233
2013-01-10,60.045,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1032.6884285836652,32.6884285836652,3.2688428583665274
2013-01-11,60.126,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1034.0815131488293,34.081513148829345,3.4081513148829234
2013-01-14,59.858,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1029.4722950813727,29.47229508137275,2.9472295081372835
2013-01-15,59.563,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1024.3987154921952,24.39871549219515,2.439871549219519
2013-01-16,59.804,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1028.5435720379303,28.54357203793029,2.8543572037930343
2013-01-17,60.09,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1033.462364453201,33.46236445320096,3.3462364453201054
2013-01-18,59.956,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1031.1577554194726,31.15775541947255,3.1157755419472632
2013-01-22,60.054,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1032.8432157575724,32.84321575757235,3.284321575757243
2013-01-23,60.421,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1039.1550927380072,39.15509273800717,3.9155092738007102
2013-01-24,59.589,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1024.8458784390377,24.845878439037733,2.484587843903774
2013-01-25,59.893,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1030.0742452021227,30.07424520212271,3.0074245202122762
2013-01-28,60.027,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1032.3788542358511,32.37885423585112,3.2378854235851184
2013-01-29,60.036,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1032.533641409758,32.53364140975805,3.253364140975812
2013-01-30,59.911,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1030.383819549937,30.383819549937016,3.0383819549937074
2013-01-31,59.777,0.0,1,True,True,1,,0.0,17.198574878568827,1000.0,1028.0792105162088,28.079210516208832,2.8079210516208875
2013-02-01,60.483,100.0,1,True,True,1,-3.0891990194036323,1.6533571416761736,18.851932020245002,1100.0,1140.2214043804784,40.22140438047836,3.656491307316223
2013-02-04,59.429,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1120.3514680311403,20.351468031140257,1.8501334573763906
2013-02-05,60.305,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1136.8657604808748,36.86576048087477,3.351432770988616
2013-02-06,60.108,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1133.1519298728865,33.15192987288651,3.0138118066260544
2013-02-07,60.162,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1134.1699342019797,34.169934201979686,3.1063576547254224
2013-02-08,60.778,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1145.7827243264508,45.78272432645076,4.162065847859164
2013-02-11,60.796,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1146.1220591028152,46.12205910281523,4.192914463892294
2013-02-12,60.546,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1141.4090760977538,41.40907609775377,3.764461463432167
2013-02-13,60.76,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1145.4433895500863,45.443389550086295,4.131217231826034
2013-02-14,60.743,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1145.1229067057423,45.12290670574225,4.102082427794751
2013-02-15,60.564,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1141.7484108741182,41.748410874118235,3.795310079465297
2013-02-19,61.002,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1150.0055570989857,50.00555709898572,4.545959736271432
2013-02-20,60.063,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1132.3035929319756,32.30359293197557,2.9366902665432404
2013-02-21,59.42,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1120.181800642958,20.181800642958024,1.8347091493598144
2013-02-22,60.018,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1131.4552559910646,31.455255991064632,2.8595687264604264
2013-02-25,59.277,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1117.485974364063,17.48597436406294,1.5896340330966208
2013-02-26,59.5,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1121.6899552045777,21.6899552045777,1.971814109507064
2013-02-27,60.107,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1133.1330779408663,33.133077940866315,3.0120979946242077
2013-02-28,59.983,0.0,1,True,True,1,,0.0,18.851932020245002,1100.0,1130.795438370356,30.795438370355896,2.799585306395991
