date,close,daily_invest,shares_bought,total_shares,total_invested,market_value,profit,return_on_invested_pct
2008-01-02,2049.71,100.0,0.04878738943557869,0.04878738943557869,100.0,100.0,0.0,0.0
2008-01-03,2051.76,100.0,0.04873864389597223,0.09752603333155092,200.0,200.10001414834295,0.1000141483429502,0.05000707417146533
2008-01-04,1963.52,100.0,0.050928943937418515,0.14845497726896945,300.0,291.49431696716687,-8.505683032833133,-2.8352276776110408
2008-01-07,1957.44,100.0,0.05108713421611901,0.19954211148508846,400.0,390.59171070537155,-9.408289294628446,-2.352072323657106
2008-01-08,1910.33,100.0,0.052346976700360676,0.25188908818544914,500.0,481.19128183330906,-18.808718166690937,-3.761743633338188
2008-01-09,1949.2,100.0,0.05130309870716191,0.30319218689261107,600.0,590.9822106910775,-9.017789308922488,-1.5029648848204125
2008-01-10,1953.64,100.0,0.05118650314285129,0.35437869003546235,700.0,692.3283840008808,-7.67161599911924,-1.095945142731325
2008-01-11,1912.81,100.0,0.05227910770018977,0.40665779773565214,800.0,777.8591020867327,-22.14089791326728,-2.7676122391584124
2008-01-14,1949.15,100.0,0.051304414744888796,0.4579622124805409,900.0,892.6370464564463,-7.362953543553658,-0.8181059492837428
2008-01-15,1894.09,100.0,0.05279580167785058,0.5107580141583915,1000.0,967.4216470372677,-32.57835296273231,-3.257835296273226
2008-01-16,1872.29,100.0,0.05341052935175641,0.5641685435101479,1100.0,1056.2871223286147,-43.712877671385286,-3.973897970125939
2008-01-17,1842.1,100.0,0.05428586938819825,0.6184544128983461,1200.0,1139.2548740000434,-60.7451259999566,-5.062093833329717
2008-01-18,1844.09,100.0,0.05422728825599619,0.6726817011543423,1300.0,1240.4855982817112,-59.51440171828881,-4.578030901406827
2008-01-22,1795.61,100.0,0.05569138064501757,0.7283730817993599,1400.0,1307.8739894097484,-92.12601059025155,-6.580429327875114
2008-01-23,1789.53,100.0,0.05588059434600146,0.7842536761453613,1500.0,1403.4454810724085,-96.55451892759152,-6.436967928506099
2008-01-24,1826.92,100.0,0.054736934293784074,0.8389906104391455,1600.0,1532.7687260234836,-67.23127397651638,-4.201954623532278
2008-01-25,1789.17,100.0,0.055891838114880084,0.8948824485540255,1700.0,1601.096830479406,-98.90316952059402,-5.817833501211411
2008-01-28,1805.08,100.0,0.0553992066833603,0.9502816552373858,1800.0,1715.3344102359004,-84.66558976409965,-4.703643875783314
2008-01-29,1807.67,100.0,0.055319831606432585,1.0056014868438183,1900.0,1817.7956397229652,-82.20436027703477,-4.326545277738669
2008-01-30,1808.51,100.0,0.05529413716263665,1.0608956240064549,2000.0,1918.6403449719137,-81.35965502808631,-4.06798275140432
2008-01-31,1841.42,100.0,0.054305916086498464,1.1152015400929534,2100.0,2053.5544199579663,-46.445580042033725,-2.211694287715893
2008-02-01,1855.27,100.0,0.053900510437833844,1.1691020505307872,2200.0,2168.9999612882534,-31.000038711746583,-1.4090926687157501
2008-02-04,1828.8,100.0,0.05468066491688539,1.2237827154476726,2300.0,2238.0538300107037,-61.94616998929632,-2.6933117386650607
2008-02-05,1773.49,100.0,0.056385995974039885,1.2801687114217124,2400.0,2270.3664080192925,-129.63359198070748,-5.401399665862816
2008-02-06,1740.95,100.0,0.05743990350096212,1.3376086149226745,2500.0,2328.70971814963,-171.29028185036987,-6.8516112740147905
2008-02-07,1753.3,100.0,0.05703530485370444,1.394643919776379,2600.0,2445.229184543925,-154.77081545607507,-5.952723671387505
2008-02-08,1773.74,100.0,0.05637804864298037,1.4510219684193593,2700.0,2573.7357062641545,-126.26429373584551,-4.676455323549833
2008-02-11,1793.09,100.0,0.05576964904159858,1.506791617460958,2800.0,2701.812981353069,-98.18701864693094,-3.5066792373903866
2008-02-12,1780.54,100.0,0.0561627371471576,1.5629543546081155,2900.0,2782.902746553934,-117.09725344606613,-4.037836325726419
2008-02-13,1823.0,100.0,0.05485463521667581,1.6178089898247914,3000.0,2949.2657884505948,-50.734211549405245,-1.691140384980172
2008-02-14,1787.59,100.0,0.055941239322215945,1.6737502291470072,3100.0,2991.9791721208985,-108.02082787910149,-3.484542834809723
2008-02-15,1780.38,100.0,0.056167784405576335,1.7299180135525836,3200.0,3079.911432968749,-120.08856703125093,-3.7527677197265907
2008-02-19,1764.81,100.0,0.05666332353057837,1.786581337083162,3300.0,3152.976609497735,-147.0233905022651,-4.455254257644392
2008-02-20,1787.45,100.0,0.055945620856527455,1.8425269579396895,3400.0,3293.424810969298,-106.57518903070195,-3.1345643832559444
2008-02-21,1766.3,100.0,0.05661552397667441,1.8991424819163638,3500.0,3354.4553658088735,-145.54463419112653,-4.158418119746477
2008-02-22,1773.44,100.0,0.05638758570913028,1.955530067625494,3600.0,3468.0152431297565,-131.98475687024347,-3.6662432463956507
2008-02-25,1785.46,100.0,0.056007975535716285,2.0115380431612104,3700.0,3591.5207145426148,-108.47928545738523,-2.931872579929329
2008-02-26,1791.31,100.0,0.055825066571391885,2.0673631097326024,3800.0,3703.288212095108,-96.71178790489193,-2.545047050128735
2008-02-27,1799.94,100.0,0.05555740746913786,2.1229205172017402,3900.0,3821.1295557321005,-78.87044426789953,-2.022319083792301
2008-02-28,1794.46,100.0,0.0557270710965973,2.1786475882983374,4000.0,3909.4959512978344,-90.50404870216562,-2.262601217554139
2008-02-29,1745.27,100.0,0.05729772470735187,2.2359453130056894,4100.0,3902.3282764294395,-197.67172357056052,-4.821261550501477
2008-03-03,1733.27,100.0,0.05769441575749883,2.2936397287631882,4200.0,3975.4969326733712,-224.50306732662875,-5.345311126824493
2008-03-04,1743.7,100.0,0.05734931467568962,2.350989043438878,4300.0,4099.419595044372,-200.58040495562818,-4.664660580363444
2008-03-05,1753.57,100.0,0.05702652303586398,2.408015566474742,4400.0,4222.623856903113,-177.37614309688706,-4.031275979474702
2008-03-06,1712.5,100.0,0.058394160583941604,2.4664097270586836,4500.0,4223.726657587996,-276.27334241200424,-6.139407609155645
2008-03-07,1707.5,100.0,0.05856515373352855,2.524974880792212,4600.0,4311.394608952702,-288.6053910472983,-6.274030240158657
2008-03-10,1673.03,100.0,0.0597717913008135,2.584746672093025,4700.0,4324.358724811794,-375.64127518820624,-7.9923675571958785
2008-03-11,1740.95,100.0,0.05743990350096212,2.6421865755939873,4800.0,4599.914718780352,-200.0852812196481,-4.168443358742668
2008-03-12,1735.18,100.0,0.05763090860890513,2.6998174842028924,4900.0,4684.669302239175,-215.3306977608254,-4.39450403593521
2008-03-13,1750.4,100.0,0.057129798903107855,2.7569472831060002,5000.0,4825.760524348743,-174.23947565125673,-3.4847895130251327
2008-03-14,1713.83,100.0,0.058348844401136635,2.815296127507137,5100.0,4824.938962205556,-275.061037794444,-5.393353682243996
2008-03-17,1687.19,100.0,0.059270147404856595,2.8745662749119933,5200.0,4849.939473368766,-350.0605266312341,-6.731933204446805
2008-03-18,1761.05,100.0,0.056784304818148265,2.931350579730142,5300.0,5162.254938433766,-137.74506156623374,-2.5989634257780003
2008-03-19,1715.59,100.0,0.0582889851304799,2.9896395648606218,5400.0,5128.995741079234,-271.004258920766,-5.018597387421597
2008-03-20,1751.99,100.0,0.05707795135816985,3.046717516218792,5500.0,5337.8186212401615,-162.18137875983848,-2.948752341087968
2008-03-24,1814.4,100.0,0.05511463844797178,3.1018321546667638,5600.0,5627.964261427376,27.964261427376186,0.49936181120313616
2008-03-25,1824.54,100.0,0.05480833525162507,3.156640489918389,5700.0,5759.416839475697,59.41683947569709,1.0424006925561002
2008-03-26,1817.28,100.0,0.05502729353759465,3.2116677834559835,5800.0,5836.499629518889,36.49962951888938,0.629303957222227
2008-03-27,1777.89,100.0,0.05624644944287892,3.267914232898862,5900.0,5809.9920355285585,-90.00796447144148,-1.5255587198549359
2008-03-28,1767.57,100.0,0.056574845692108376,3.3244890785909704,6000.0,5876.267160645041,-123.73283935495874,-2.0622139892493174
2008-03-31,1781.93,100.0,0.056118927230587055,3.3806080058215575,6100.0,6024.006823813608,-75.99317618639179,-1.245789773547401
2008-04-01,1855.48,100.0,0.05389441007178735,3.434502415893345,6200.0,6372.650542641783,172.65054264178343,2.7846861716416704
2008-04-02,1848.8,100.0,0.0540891389009087,3.4885915547942536,6300.0,6449.708066503616,149.70806650361556,2.376318515930409
2008-04-03,1855.19,100.0,0.0539028347500795,3.5424943895443333,6400.0,6572.000166538752,172.00016653875173,2.6875026021679904
2008-04-04,1865.87,100.0,0.0535943018538269,3.59608869139816,6500.0,6709.834006619084,209.834006619084,3.22821548644745
2008-04-07,1860.83,100.0,0.05373946034833919,3.649828151746499,6600.0,6791.709719614438,191.70971961443774,2.9046927214308793
2008-04-08,1846.14,100.0,0.05416707291971356,3.7039952246662127,6700.0,6838.093744065282,138.0937440652824,2.061100657690784
2008-04-09,1826.19,100.0,0.05475881480021246,3.758754039466425,6800.0,6864.199039333191,64.19903933319074,0.9441035196057435
2008-04-10,1852.97,100.0,0.05396741447513991,3.812721453941565,6900.0,7064.858472510102,164.85847251010182,2.3892532247840936
2008-04-11,1798.72,100.0,0.05559508984166518,3.86831654378323,7000.0,6958.018333633771,-41.98166636622864,-0.5997380909461225
2008-04-14,1790.93,100.0,0.05583691154874841,3.9241534553319783,7100.0,7027.8841477577,-72.1158522423002,-1.0157162287647958
2008-04-15,1794.73,100.0,0.05571868749059747,3.979872142822576,7200.0,7142.795930887962,-57.20406911203827,-0.7945009598894215
2008-04-16,1846.89,100.0,0.054145076317485066,4.034017219140061,7300.0,7450.386061857588,150.38606185758817,2.060083039145044
2008-04-17,1840.88,100.0,0.05432184607361696,4.088339065213678,7400.0,7526.141618370557,126.1416183705569,1.7046164644669792
2008-04-18,1900.28,100.0,0.052623823857536785,4.140962889071215,7500.0,7868.988958844248,368.9889588442484,4.919852784589973
2008-04-21,1913.12,100.0,0.052270636447269384,4.193233525518484,7600.0,8022.158922339921,422.15892233992145,5.554722662367384
2008-04-22,1881.65,100.0,0.05314484627853214,4.246378371797016,7700.0,7990.197863291856,290.19786329185627,3.7688034193747555
2008-04-23,1906.66,100.0,0.052447735831244166,4.29882610762826,7800.0,8196.399786370499,396.399786370499,5.082048543211526
2008-04-24,1924.58,100.0,0.05195938854191564,4.350785496170176,7900.0,8373.434750219198,473.43475021919767,5.99284493948351
2008-04-25,1918.58,100.0,0.05212188180842081,4.402907377978597,8000.0,8447.330037242176,447.33003724217633,5.591625465527206
2008-04-28,1923.26,100.0,0.05199505007123322,4.45490242804983,8100.0,8567.935643771116,467.9356437711158,5.776983256433521
2008-04-29,1933.6,100.0,0.0517170045510964,4.506619432600926,8200.0,8713.999334877151,513.9993348771513,6.268284571672567
